,R/H,TEMPERATURE,RESISTANCE,,,,
,55.9,24.2,1290.050,,,,
,55.9,24.2,1290.050,,,,
,55.9,24.19,1290.050,,,,
,55.9,24.19,1290.040,,,,
,55.9,24.19,1290.050,,,,
,55.9,24.19,1290.050,,,,
,55.9,24.19,1290.050,,,,
,55.9,24.19,1290.050,,,,
,55.9,24.19,1290.040,,,,
,55.9,24.19,1290.040,,,,
,55.9,24.19,1290.040,,,,
,55.9,24.19,1290.050,,,,
,55.9,24.19,1290.050,,,,
,55.9,24.19,1290.050,,,,
,55.9,24.19,1290.050,,,,
,55.9,24.19,1290.050,,,,
,55.9,24.19,1290.050,,,,
,55.9,24.19,1290.050,,,,
,55.9,24.19,1290.040,,,,
,55.9,24.18,1290.040,,,,
,55.9,24.19,1290.050,,,,
,55.9,24.18,1290.050,,,,
,55.9,24.18,1290.040,,,,
,55.9,24.18,1290.040,,,,
,55.9,24.18,1290.050,,,,
,55.9,24.18,1290.040,,,,
,55.9,24.18,1290.050,,,,
,55.9,24.18,1290.050,,,,
,55.9,24.18,1290.050,,,,
,55.9,24.19,1290.040,,,,
,55.9,24.19,1290.050,,,,
,55.9,24.19,1290.040,,,,
,55.9,24.18,1290.050,,,,
,55.9,24.19,1290.040,,,,
,55.9,24.18,1290.040,,,,
,55.9,24.18,1290.040,,,,
,55.9,24.18,1290.040,,,,
,55.9,24.18,1290.040,,,,
,55.9,24.17,1290.040,,,,
,55.9,24.18,1290.040,,,,
,55.9,24.18,1290.050,,,,
,55.9,24.17,1290.040,,,,
,55.9,24.17,1290.040,,,,
,55.9,24.17,1290.040,,,,
,55.9,24.18,1290.050,,,,
,55.9,24.18,1290.040,,,,
,55.9,24.18,1290.050,,,,
,55.9,24.17,1290.040,,,,
,55.9,24.17,1290.040,,,,
,55.9,24.17,1290.040,,,,
,55.9,24.17,1290.040,,,,
,55.9,24.17,1290.040,,,,
,55.9,24.17,1290.040,,,,
,55.9,24.17,1290.040,,,,
,55.9,24.17,1290.040,,,,
,55.9,24.17,1290.040,,,,
,55.9,24.17,1290.040,,,,
,55.9,24.17,1290.040,,,,
,55.9,24.17,1290.040,,,,
,55.9,24.16,1290.040,,,,
,55.9,24.16,1290.040,,,,
,55.9,24.16,1290.040,,,,
,55.9,24.16,1290.040,,,,
,55.9,24.16,1290.040,,,,
,56,24.16,1290.040,,,,
,56,24.16,1290.040,,,,
,55.9,24.16,1290.040,,,,
,55.9,24.16,1290.040,,,,
,55.9,24.16,1290.040,,,,
,55.9,24.16,1290.040,,,,
,55.9,24.16,1290.040,,,,
,55.9,24.16,1290.040,,,,
,55.9,24.15,1290.040,,,,
,55.9,24.15,1290.040,,,,
,55.9,24.16,1290.040,,,,
,55.9,24.15,1290.040,,,,
,55.9,24.15,1290.040,,,,
,55.9,24.16,1290.040,,,,
,55.9,24.15,1290.040,,,,
,55.9,24.15,1290.040,,,,
,55.9,24.15,1290.040,,,,
,55.9,24.15,1290.040,,,,
,55.9,24.15,1290.040,,,,
,55.9,24.15,1290.040,,,,
,55.9,24.15,1290.040,,,,
,55.9,24.15,1290.040,,,,
,56,24.15,1290.040,,,,
,55.9,24.15,1290.040,,,,
,55.9,24.15,1290.040,,,,
,56,24.15,1290.040,,,,
,56,24.15,1290.040,,,,
,56,24.15,1290.040,,,,
,55.9,24.14,1290.040,,,,
,55.9,24.15,1290.040,,,,
,55.9,24.15,1290.040,,,,
,55.9,24.15,1290.040,,,,
,55.9,24.15,1290.040,,,,
,55.9,24.15,1290.040,,,,
,55.9,24.15,1290.040,,,,
,55.9,24.15,1290.040,,,,
,55.9,24.14,1290.040,,,,
,55.9,24.14,1290.040,,,,
,55.9,24.14,1290.040,,,,
,55.9,24.14,1290.040,,,,
,55.9,24.15,1290.040,,,,
,55.9,24.14,1290.040,,,,
,55.9,24.14,1290.040,,,,
,55.9,24.14,1290.040,,,,
,55.9,24.14,1290.040,,,,
,56,24.14,1290.040,,,,
,55.9,24.14,1290.040,,,,
,55.9,24.14,1290.040,,,,
,55.9,24.14,1290.040,,,,
,55.9,24.15,1290.040,,,,
,55.9,24.15,1290.040,,,,
,55.9,24.14,1290.040,,,,
,55.9,24.14,1290.040,,,,
,55.9,24.14,1290.040,,,,
,56,24.14,1290.040,,,,
,55.9,24.14,1290.040,,,,
,55.9,24.14,1290.040,,,,
,55.9,24.14,1290.040,,,,
,55.9,24.14,1290.040,,,,
,55.9,24.14,1290.040,,,,
,56,24.14,1290.040,,,,
,55.9,24.14,1290.040,,,,
,55.9,24.14,1290.040,,,,
,55.9,24.14,1290.040,,,,
,55.9,24.14,1290.040,,,,
,56,24.14,1290.040,,,,
,56,24.14,1290.040,,,,
,56,24.14,1290.040,,,,
,55.9,24.14,1290.040,,,,
,56,24.13,1290.040,,,,
,56,24.13,1290.040,,,,
,56,24.14,1290.040,,,,
,56,24.14,1290.040,,,,
,56,24.13,1290.040,,,,
,56,24.13,1290.040,,,,
,56,24.13,1290.040,,,,
,56,24.13,1290.040,,,,
,56,24.13,1290.040,,,,
,56,24.13,1290.040,,,,
,55.9,24.13,1290.040,,,,
,55.9,24.13,1290.040,,,,
,55.9,24.13,1290.040,,,,
,55.9,24.13,1290.040,,,,
,56,24.13,1290.040,,,,
,55.9,24.13,1290.040,,,,
,55.9,24.13,1290.040,,,,
,55.9,24.14,1290.040,,,,
,55.9,24.13,1290.040,,,,
,55.9,24.13,1290.040,,,,
,55.9,24.13,1290.040,,,,
,55.9,24.13,1290.040,,,,
,55.9,24.13,1290.040,,,,
,55.9,24.13,1290.040,,,,
,55.9,24.13,1290.040,,,,
,55.9,24.13,1290.040,,,,
,55.9,24.13,1290.040,,,,
,55.9,24.13,1290.040,,,,
,55.9,24.13,1290.040,,,,
,55.9,24.13,1290.040,,,,
,55.9,24.13,1290.040,,,,
,55.9,24.13,1290.040,,,,
,55.9,24.13,1290.040,,,,
,55.9,24.13,1290.040,,,,
,55.9,24.13,1290.040,,,,
,55.9,24.13,1290.040,,,,
,55.8,24.13,1290.040,,,,
,55.8,24.13,1290.040,,,,
,55.8,24.12,1290.040,,,,
,55.9,24.12,1290.040,,,,
,55.9,24.12,1290.040,,,,
,55.9,24.12,1290.040,,,,
,55.9,24.12,1290.040,,,,
,55.9,24.12,1290.040,,,,
,55.9,24.12,1290.040,,,,
,55.9,24.12,1290.040,,,,
,55.8,24.12,1290.040,,,,
,55.8,24.12,1290.040,,,,
,55.9,24.12,1290.040,,,,
,55.9,24.12,1290.040,,,,
,55.9,24.11,1290.040,,,,
,55.9,24.11,1290.040,,,,
,55.9,24.11,1290.040,,,,
,55.9,24.11,1290.040,,,,
,55.9,24.11,1290.040,,,,
,55.9,24.11,1290.040,,,,
,55.9,24.11,1290.040,,,,
,55.9,24.11,1290.040,,,,
,55.9,24.11,1290.040,,,,
,55.9,24.11,1290.040,,,,
,55.9,24.12,1290.040,,,,
,55.9,24.11,1290.040,,,,
,55.9,24.11,1290.040,,,,
,55.9,24.11,1290.040,,,,
,55.8,24.11,1290.040,,,,
,55.9,24.11,1290.040,,,,
,55.9,24.11,1290.040,,,,
,55.8,24.11,1290.040,,,,
,55.9,24.11,1290.040,,,,
,55.9,24.12,1290.040,,,,
,55.9,24.11,1290.040,,,,
,55.9,24.11,1290.040,,,,
,55.8,24.11,1290.040,,,,
,55.9,24.1,1290.040,,,,
,55.9,24.11,1290.040,,,,
,55.9,24.11,1290.040,,,,
,55.9,24.11,1290.040,,,,
,55.9,24.11,1290.040,,,,
,55.9,24.11,1290.040,,,,
,55.8,24.11,1290.040,,,,
,55.8,24.11,1290.040,,,,
,55.8,24.11,1290.040,,,,
,55.9,24.11,1290.040,,,,
,55.8,24.11,1290.040,,,,
,55.9,24.11,1290.040,,,,
,55.8,24.11,1290.040,,,,
,55.8,24.11,1290.040,,,,
,55.9,24.1,1290.040,,,,
,55.8,24.1,1290.040,,,,
,55.9,24.1,1290.040,,,,
,55.9,24.1,1290.040,,,,
,55.9,24.09,1290.040,,,,
,55.9,24.1,1290.040,,,,
,55.9,24.1,1290.040,,,,
,55.9,24.1,1290.040,,,,
,55.8,24.1,1290.040,,,,
,55.9,24.09,1290.040,,,,
,55.9,24.09,1290.040,,,,
,55.9,24.09,1290.040,,,,
,55.9,24.09,1290.040,,,,
,55.9,24.09,1290.040,,,,
,55.9,24.09,1290.040,,,,
,55.9,24.08,1290.040,,,,
,55.9,24.09,1290.040,,,,
,55.9,24.08,1290.040,,,,
,55.9,24.08,1290.040,,,,
,55.9,24.08,1290.040,,,,
,55.9,24.08,1290.040,,,,
,55.9,24.08,1290.040,,,,
,55.9,24.09,1290.040,,,,
,55.9,24.09,1290.040,,,,
,55.9,24.09,1290.040,,,,
,55.9,24.09,1290.040,,,,
,55.9,24.09,1290.040,,,,
,55.9,24.08,1290.040,,,,
,55.9,24.08,1290.040,,,,
,55.9,24.08,1290.040,,,,
,55.9,24.08,1290.040,,,,
,55.9,24.08,1290.040,,,,
,55.9,24.08,1290.040,,,,
,55.9,24.08,1290.040,,,,
,55.9,24.08,1290.040,,,,
,55.9,24.08,1290.040,,,,
,55.9,24.08,1290.040,,,,
,55.9,24.08,1290.040,,,,
,55.9,24.08,1290.040,,,,
,55.9,24.08,1290.040,,,,
,55.9,24.08,1290.040,,,,
,55.9,24.08,1290.040,,,,
,55.9,24.08,1290.040,,,,
,55.9,24.08,1290.040,,,,
,55.9,24.08,1290.040,,,,
,55.9,24.08,1290.040,,,,
,55.9,24.08,1290.040,,,,
,55.9,24.08,1290.040,,,,
,55.9,24.08,1290.040,,,,
,55.9,24.08,1290.040,,,,
,55.9,24.08,1290.040,,,,
,55.9,24.07,1290.040,,,,
,55.9,24.07,1290.040,,,,
,55.9,24.08,1290.040,,,,
,55.9,24.08,1290.040,,,,
,55.9,24.08,1290.040,,,,
,55.9,24.08,1290.040,,,,
,55.9,24.07,1290.040,,,,
,55.9,24.07,1290.040,,,,
,55.9,24.07,1290.040,,,,
,55.9,24.07,1290.040,,,,
,55.9,24.07,1290.040,,,,
,55.9,24.07,1290.040,,,,
,55.9,24.07,1290.040,,,,
,55.9,24.07,1290.040,,,,
,55.9,24.07,1290.040,,,,
,55.9,24.07,1290.040,,,,
,55.9,24.07,1290.040,,,,
,55.9,24.06,1290.040,,,,
,56,24.07,1290.040,,,,
,56,24.07,1290.040,,,,
,55.9,24.07,1290.040,,,,
,56,24.06,1290.040,,,,
,55.9,24.06,1290.040,,,,
,55.9,24.07,1290.040,,,,
,55.9,24.07,1290.040,,,,
,55.9,24.07,1290.040,,,,
,55.9,24.07,1290.040,,,,
,55.9,24.07,1290.040,,,,
,55.9,24.07,1290.040,,,,
,56,24.07,1290.040,,,,
,55.9,24.07,1290.040,,,,
,55.9,24.07,1290.040,,,,
,56,24.07,1290.040,,,,
,56,24.07,1290.040,,,,
,56,24.07,1290.040,,,,
,56,24.07,1290.040,,,,
,56,24.06,1290.040,,,,
,56,24.06,1290.040,,,,
,56,24.06,1290.040,,,,
,56,24.06,1290.040,,,,
,56,24.06,1290.040,,,,
,56,24.06,1290.040,,,,
,56,24.05,1290.040,,,,
,56,24.06,1290.040,,,,
,56,24.06,1290.040,,,,
,56,24.06,1290.040,,,,
,56,24.05,1290.040,,,,
,56,24.05,1290.040,,,,
,56,24.06,1290.040,,,,
,56,24.05,1290.040,,,,
,56,24.05,1290.040,,,,
,56,24.05,1290.040,,,,
,56,24.05,1290.040,,,,
,56,24.06,1290.040,,,,
,56,24.06,1290.040,,,,
,56,24.05,1290.040,,,,
,56,24.05,1290.040,,,,
,56,24.05,1290.040,,,,
,56,24.05,1290.040,,,,
,56,24.05,1290.040,,,,
,56,24.06,1290.040,,,,
,56,24.06,1290.040,,,,
,56,24.05,1290.040,,,,
,56,24.05,1290.040,,,,
,56,24.05,1290.040,,,,
,56,24.05,1290.040,,,,
,56,24.05,1290.040,,,,
,56,24.05,1290.040,,,,
,56,24.05,1290.040,,,,
,56,24.05,1290.040,,,,
,56,24.05,1290.040,,,,
,56,24.05,1290.040,,,,
,56,24.05,1290.040,,,,
,56.1,24.05,1290.040,,,,
,56.1,24.05,1290.040,,,,
,56.1,24.05,1290.040,,,,
,56,24.05,1290.040,,,,
,56,24.05,1290.040,,,,
,56.1,24.05,1290.040,,,,
,56.1,24.04,1290.040,,,,
,56.1,24.05,1290.040,,,,
,56.1,24.04,1290.040,,,,
,56.1,24.04,1290.040,,,,
,56,24.05,1290.040,,,,
,56.1,24.04,1290.040,,,,
,56.1,24.04,1290.040,,,,
,56.1,24.04,1290.040,,,,
,56.1,24.04,1290.040,,,,
,56.1,24.04,1290.040,,,,
,56.1,24.04,1290.040,,,,
,56.1,24.04,1290.040,,,,
,56.1,24.04,1290.040,,,,
,56.1,24.04,1290.040,,,,
,56.1,24.04,1290.040,,,,
,56.1,24.03,1290.040,,,,
,56.1,24.04,1290.040,,,,
,56.1,24.03,1290.040,,,,
,56,24.04,1290.040,,,,
,56.1,24.04,1290.040,,,,
,56.1,24.04,1290.040,,,,
,56,24.04,1290.040,,,,
,56,24.04,1290.040,,,,
,56,24.03,1290.040,,,,
,56,24.03,1290.040,,,,
,56,24.03,1290.040,,,,
,56.1,24.03,1290.040,,,,
,56.1,24.03,1290.040,,,,
,56,24.03,1290.040,,,,
,56,24.03,1290.040,,,,
,56,24.03,1290.040,,,,
,56.1,24.03,1290.040,,,,
,56.1,24.03,1290.040,,,,
,56,24.03,1290.040,,,,
,56,24.03,1290.040,,,,
,56,24.03,1290.040,,,,
,56,24.03,1290.040,,,,
,56,24.03,1290.040,,,,
,56,24.03,1290.040,,,,
,56,24.02,1290.040,,,,
,56,24.03,1290.040,,,,
,56,24.02,1290.040,,,,
,56.1,24.02,1290.050,,,,
,56.1,24.02,1290.050,,,,
,56.1,24.02,1290.050,,,,
,56,24.02,1290.050,,,,
,56,24.02,1290.050,,,,
,56,24.02,1290.050,,,,
,56,24.02,1290.050,,,,
,56,24.02,1290.050,,,,
,56,24.03,1290.050,,,,
,56,24.02,1290.050,,,,
,56,24.02,1290.050,,,,
,56,24.02,1290.050,,,,
,56,24.02,1290.050,,,,
,56,24.02,1290.050,,,,
,56,24.02,1290.050,,,,
,56,24.02,1290.050,,,,
,56.1,24.02,1290.050,,,,
,56.1,24.01,1290.050,,,,
,56.1,24.02,1290.050,,,,
,56.1,24.02,1290.050,,,,
,56,24.02,1290.050,,,,
,56,24.02,1290.050,,,,
,56,24.01,1290.050,,,,
,56.1,24.02,1290.050,,,,
,56,24.02,1290.050,,,,
,56,24.02,1290.050,,,,
,56,24.02,1290.050,,,,
,56,24.02,1290.050,,,,
,56,24.02,1290.050,,,,
,56.1,24.02,1290.050,,,,
,56.1,24.02,1290.050,,,,
,56.1,24.02,1290.050,,,,
,56,24.01,1290.050,,,,
,56.1,24.01,1290.050,,,,
,56.1,24.01,1290.050,,,,
,56.1,24.02,1290.050,,,,
,56.1,24.01,1290.050,,,,
,56.1,24.02,1290.050,,,,
,56.1,24.01,1290.050,,,,
,56.1,24.01,1290.050,,,,
,56.1,24.01,1290.060,,,,
,56.1,24.01,1290.060,,,,
,56.1,24.01,1290.060,,,,
,56.1,24.01,1290.050,,,,
,56.1,24.01,1290.060,,,,
,56.1,24.02,1290.050,,,,
,56.1,24.01,1290.060,,,,
,56.1,24.01,1290.060,,,,
,56.1,24.01,1290.060,,,,
,56.1,24.01,1290.060,,,,
,56.1,24.01,1290.060,,,,
,56.1,24.01,1290.060,,,,
,56.1,24.01,1290.060,,,,
,56.1,24.01,1290.060,,,,
,56.1,24.01,1290.060,,,,
,56.1,24.01,1290.070,,,,
,56.1,24.01,1290.070,,,,
,56.1,24.01,1290.070,,,,
,56.1,24.01,1290.070,,,,
,56.1,24.01,1290.070,,,,
,56.1,24.01,1290.070,,,,
,56.1,24.01,1290.070,,,,
,56.1,24.01,1290.070,,,,
,56.1,24,1290.070,,,,
,56.1,24.01,1290.070,,,,
,56.1,24.01,1290.070,,,,
,56.1,24,1290.070,,,,
,56.1,24.01,1290.070,,,,
,56.1,24.01,1290.070,,,,
,56.1,24,1290.070,,,,
,56.1,24,1290.070,,,,
,56.1,24,1290.070,,,,
,56.1,24,1290.070,,,,
,56.1,24,1290.070,,,,
,56.1,24,1290.070,,,,
,56.1,24,1290.070,,,,
,56.1,24,1290.070,,,,
,56.1,24,1290.070,,,,
,56.1,24,1290.070,,,,
,56.1,24.01,1290.070,,,,
,56.1,24,1290.070,,,,
,56.1,24,1290.070,,,,
,56.1,24.01,1290.070,,,,
,56.1,24.01,1290.070,,,,
,56.1,24,1290.070,,,,
,56.1,24,1290.070,,,,
,56.1,24,1290.070,,,,
,56.1,24.01,1290.070,,,,
,56.1,24,1290.070,,,,
,56.1,24,1290.070,,,,
,56.1,24,1290.070,,,,
,56.1,24,1290.070,,,,
,56.1,24,1290.070,,,,
,56.1,23.99,1290.070,,,,
,56.1,23.99,1290.070,,,,
,56.1,23.99,1290.070,,,,
,56.1,23.99,1290.070,,,,
,56.1,23.99,1290.070,,,,
,56.1,23.99,1290.070,,,,
,56.1,23.99,1290.070,,,,
,56.1,23.99,1290.070,,,,
,56.1,23.99,1290.070,,,,
,56.1,23.99,1290.070,,,,
,56.1,23.99,1290.070,,,,
,56.1,24,1290.070,,,,
,56.1,23.99,1290.070,,,,
,56.1,23.99,1290.070,,,,
,56.1,23.99,1290.070,,,,
,56.1,23.99,1290.070,,,,
,56.1,24,1290.070,,,,
,56.1,23.99,1290.070,,,,
,56.1,23.99,1290.070,,,,
,56.1,23.99,1290.070,,,,
,56.2,23.99,1290.070,,,,
,56.2,23.99,1290.070,,,,
,56.1,23.99,1290.070,,,,
,56.1,23.99,1290.070,,,,
,56.1,23.99,1290.070,,,,
,56.1,23.99,1290.070,,,,
,56.1,23.99,1290.070,,,,
,56.1,23.99,1290.070,,,,
,56.1,23.98,1290.070,,,,
,56.2,23.99,1290.070,,,,
,56.2,23.98,1290.070,,,,
,56.2,23.98,1290.070,,,,
,56.2,23.98,1290.070,,,,
,56.2,23.98,1290.070,,,,
,56.2,23.98,1290.070,,,,
,56.2,23.98,1290.070,,,,
,56.2,23.98,1290.070,,,,
,56.2,23.98,1290.070,,,,
,56.2,23.98,1290.070,,,,
,56.2,23.98,1290.070,,,,
,56.2,23.98,1290.070,,,,
,56.2,23.98,1290.070,,,,
,56.1,23.98,1290.070,,,,
,56.1,23.98,1290.070,,,,
,56.1,23.98,1290.070,,,,
,56.1,23.98,1290.070,,,,
,56.1,23.98,1290.070,,,,
,56.2,23.98,1290.070,,,,
,56.2,23.97,1290.070,,,,
,56.2,23.98,1290.070,,,,
,56.2,23.98,1290.070,,,,
,56.2,23.98,1290.070,,,,
,56.2,23.98,1290.070,,,,
,56.2,23.97,1290.070,,,,
,56.2,23.98,1290.070,,,,
,56.2,23.97,1290.070,,,,
,56.2,23.97,1290.070,,,,
,56.2,23.97,1290.070,,,,
,56.1,23.97,1290.070,,,,
,56.1,23.97,1290.070,,,,
,56.2,23.97,1290.070,,,,
,56.2,23.97,1290.070,,,,
,56.2,23.97,1290.070,,,,
,56.2,23.97,1290.070,,,,
,56.2,23.97,1290.070,,,,
,56.2,23.97,1290.070,,,,
,56.2,23.97,1290.070,,,,
,56.2,23.97,1290.070,,,,
,56.2,23.97,1290.070,,,,
,56.2,23.97,1290.070,,,,
,56.2,23.97,1290.070,,,,
,56.2,23.97,1290.070,,,,
,56.1,23.97,1290.070,,,,
,56.1,23.97,1290.070,,,,
,56.2,23.97,1290.070,,,,
,56.1,23.97,1290.070,,,,
,56.1,23.97,1290.070,,,,
,56.2,23.97,1290.070,,,,
,56.2,23.97,1290.070,,,,
,56.2,23.97,1290.070,,,,
,56.1,23.97,1290.070,,,,
,56.2,23.97,1290.070,,,,
,56.2,23.97,1290.070,,,,
,56.2,23.97,1290.070,,,,
,56.1,23.97,1290.070,,,,
,56.2,23.97,1290.070,,,,
,56.2,23.98,1290.070,,,,
,56.2,23.97,1290.070,,,,
,56.1,23.97,1290.070,,,,
,56.2,23.97,1290.070,,,,
,56.2,23.97,1290.070,,,,
,56.2,23.96,1290.070,,,,
,56.2,23.97,1290.070,,,,
,56.2,23.96,1290.070,,,,
,56.2,23.96,1290.070,,,,
,56.2,23.97,1290.070,,,,
,56.2,23.96,1290.070,,,,
,56.2,23.97,1290.070,,,,
,56.2,23.96,1290.070,,,,
,56.2,23.96,1290.070,,,,
,56.2,23.96,1290.070,,,,
,56.2,23.96,1290.070,,,,
,56.2,23.96,1290.070,,,,
,56.2,23.96,1290.070,,,,
,56.2,23.96,1290.070,,,,
,56.2,23.96,1290.070,,,,
,56.2,23.96,1290.070,,,,
,56.2,23.96,1290.070,,,,
,56.2,23.96,1290.070,,,,
,56.2,23.96,1290.070,,,,
,56.2,23.96,1290.070,,,,
,56.2,23.96,1290.070,,,,
,56.2,23.96,1290.070,,,,
,56.2,23.96,1290.070,,,,
,56.3,23.96,1290.070,,,,
,56.2,23.96,1290.070,,,,
,56.3,23.96,1290.070,,,,
,56.3,23.96,1290.070,,,,
,56.2,23.96,1290.070,,,,
,56.3,23.96,1290.070,,,,
,56.3,23.96,1290.070,,,,
,56.3,23.96,1290.070,,,,
,56.3,23.96,1290.070,,,,
,56.3,23.96,1290.070,,,,
,56.3,23.97,1290.070,,,,
,56.3,23.97,1290.070,,,,
,56.3,23.97,1290.070,,,,
,56.3,23.97,1290.070,,,,
,56.3,23.97,1290.070,,,,
,56.3,23.96,1290.070,,,,
,56.2,23.96,1290.070,,,,
,56.2,23.96,1290.070,,,,
,56.2,23.95,1290.070,,,,
,56.2,23.95,1290.070,,,,
,56.3,23.95,1290.070,,,,
,56.2,23.95,1290.070,,,,
,56.2,23.94,1290.070,,,,
,56.2,23.95,1290.070,,,,
,56.2,23.95,1290.070,,,,
,56.2,23.95,1290.070,,,,
,56.2,23.95,1290.070,,,,
,56.2,23.95,1290.070,,,,
,56.2,23.95,1290.070,,,,
,56.2,23.94,1290.070,,,,
,56.2,23.95,1290.070,,,,
,56.2,23.95,1290.070,,,,
,56.2,23.95,1290.070,,,,
,56.2,23.94,1290.070,,,,
,56.1,23.94,1290.070,,,,
,56.2,23.94,1290.070,,,,
,56.2,23.94,1290.070,,,,
,56.2,23.94,1290.070,,,,
,56.1,23.94,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.94,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.94,1290.070,,,,
,56.1,23.94,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.94,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.94,1290.070,,,,
,56.1,23.94,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.93,1290.070,,,,
,56.1,23.92,1290.070,,,,
,56.1,23.92,1290.070,,,,
,56.1,23.92,1290.070,,,,
,56.2,23.91,1290.070,,,,
,56.2,23.92,1290.070,,,,
,56.2,23.92,1290.070,,,,
,56.1,23.92,1290.070,,,,
,56.1,23.92,1290.070,,,,
,56.1,23.92,1290.070,,,,
,56.1,23.92,1290.070,,,,
,56.1,23.92,1290.070,,,,
,56.1,23.92,1290.070,,,,
,56.1,23.92,1290.080,,,,
,56.1,23.92,1290.070,,,,
,56.1,23.92,1290.070,,,,
,56.1,23.92,1290.080,,,,
,56.1,23.92,1290.080,,,,
,56.1,23.92,1290.070,,,,
,56.1,23.92,1290.080,,,,
,56.1,23.92,1290.070,,,,
,56.1,23.92,1290.070,,,,
,56.1,23.92,1290.070,,,,
,56.1,23.92,1290.070,,,,
,56.1,23.91,1290.070,,,,
,56.1,23.91,1290.070,,,,
,56.1,23.92,1290.070,,,,
,56.1,23.92,1290.070,,,,
,56.1,23.92,1290.070,,,,
,56.1,23.92,1290.080,,,,
,56.1,23.91,1290.080,,,,
,56.1,23.91,1290.070,,,,
,56.2,23.91,1290.070,,,,
,56.2,23.91,1290.070,,,,
,56.2,23.91,1290.070,,,,
,56.2,23.91,1290.070,,,,
,56.2,23.91,1290.070,,,,
,56.2,23.91,1290.070,,,,
,56.2,23.91,1290.070,,,,
,56.2,23.92,1290.070,,,,
,56.2,23.91,1290.070,,,,
,56.2,23.91,1290.070,,,,
,56.2,23.91,1290.070,,,,
,56.2,23.91,1290.070,,,,
,56.2,23.91,1290.070,,,,
,56.2,23.91,1290.070,,,,
,56.2,23.91,1290.070,,,,
,56.2,23.91,1290.070,,,,
,56.2,23.91,1290.070,,,,
,56.2,23.91,1290.070,,,,
,56.2,23.91,1290.070,,,,
,56.3,23.91,1290.080,,,,
,56.3,23.91,1290.070,,,,
,56.3,23.91,1290.070,,,,
,56.3,23.91,1290.070,,,,
,56.3,23.91,1290.080,,,,
,56.3,23.91,1290.080,,,,
,56.3,23.91,1290.070,,,,
,56.3,23.91,1290.080,,,,
,56.3,23.91,1290.070,,,,
,56.3,23.92,1290.080,,,,
,56.3,23.92,1290.070,,,,
,56.3,23.92,1290.070,,,,
,56.3,23.92,1290.070,,,,
,56.3,23.92,1290.080,,,,
,56.3,23.92,1290.070,,,,
,56.3,23.92,1290.070,,,,
,56.3,23.92,1290.070,,,,
,56.3,23.92,1290.080,,,,
,56.3,23.92,1290.080,,,,
,56.4,23.92,1290.080,,,,
,56.4,23.92,1290.080,,,,
,56.4,23.92,1290.070,,,,
,56.4,23.91,1290.080,,,,
,56.4,23.92,1290.070,,,,
,56.4,23.91,1290.080,,,,
,56.4,23.91,1290.080,,,,
,56.4,23.91,1290.070,,,,
,56.4,23.91,1290.070,,,,
,56.4,23.91,1290.070,,,,
,56.4,23.91,1290.070,,,,
,56.4,23.91,1290.070,,,,
,56.4,23.91,1290.070,,,,
,56.4,23.91,1290.070,,,,
,56.4,23.91,1290.080,,,,
,56.4,23.91,1290.070,,,,
,56.4,23.91,1290.080,,,,
,56.4,23.91,1290.080,,,,
,56.4,23.91,1290.070,,,,
,56.4,23.92,1290.080,,,,
,56.4,23.91,1290.080,,,,
,56.4,23.91,1290.070,,,,
,56.4,23.91,1290.070,,,,
,56.4,23.91,1290.070,,,,
,56.4,23.91,1290.080,,,,
,56.4,23.91,1290.080,,,,
